Graph,Sampling Criterion,Î¼,Sample Size,log MSE,log MSE bound
0,MMSE,0.0001,1,2.7447672,7.202169780905848
0,MMSE,0.0001,2,2.2581806,6.55794543015084
0,MMSE,0.0001,3,1.9123082,6.1952433611998226
0,MMSE,0.0001,4,2.0191286,5.9461307094583535
0,MMSE,0.0001,5,2.0104318,5.763419113390239
0,MMSE,0.0001,6,2.0677023,5.6219383421490425
0,MMSE,0.0001,7,2.137278,5.50839582405478
0,MMSE,0.0001,8,2.1922526,5.414997611397704
0,MMSE,0.0001,9,2.2465506,5.336452794685959
0,MMSE,0.0001,10,2.2081208,5.27004048266107
0,MMSE,0.0001,11,2.1684773,5.213659408886413
0,MMSE,0.0001,12,2.1644516,5.165366987503932
0,MMSE,0.0001,13,2.1729176,5.123843415403037
0,MMSE,0.0001,14,2.1966999,5.087896576570607
0,MMSE,0.0001,15,2.1808841,5.056764592497161
0,MMSE,0.0001,16,2.1961813,5.029776652409048
0,MMSE,0.0001,17,2.2002566,5.006373403691892
0,MMSE,0.0001,18,2.2023463,4.986112142549176
0,MMSE,0.0001,19,2.2586617,4.96858715233153
0,MMSE,0.0001,20,2.2841825,4.953491776790597
0,MMSE,0.0001,21,2.2910953,4.940553323976718
0,MMSE,0.0001,22,2.316088,4.92953382096618
0,MMSE,0.0001,23,2.3279014,4.92022570568151
0,MMSE,0.0001,24,2.3293014,4.912447593944658
0,MMSE,0.0001,25,2.3644583,4.906040637420005
0,MMSE,0.0001,26,2.397412,4.90086416779469
0,MMSE,0.0001,27,2.412955,4.896791201793032
0,MMSE,0.0001,28,2.4385319,4.893703035024036
0,MMSE,0.0001,29,2.4509048,4.891475379388455
0,MMSE,0.0001,30,2.4851224,4.8900361847695235
0,MMSE,0.0001,31,2.4869902,4.889277649145968
0,MMSE,0.0001,32,2.524767,4.889121003611053
0,MMSE,0.0001,33,2.5373297,4.889475463024028
0,MMSE,0.0001,34,2.5525916,4.890155210983431
0,MMSE,0.0001,35,2.574075,4.891243380716723
0,MMSE,0.0001,36,2.5979223,4.892596703787214
0,MMSE,0.0001,37,2.6299582,4.894349878625113
0,MMSE,0.0001,38,2.6341288,4.895900364903818
0,MMSE,0.0001,39,2.6610038,4.8957971495512425
0,MMSE,0.0001,40,2.6761646,4.893966874832818
0,MMSE,0.0001,41,2.6918678,4.8896878394266166
0,MMSE,0.0001,42,2.7139854,4.882682086873144
0,MMSE,0.0001,43,2.7279794,4.875187710379472
0,MMSE,0.0001,44,2.7437966,4.838597760674821
0,MMSE,0.0001,45,2.7812731,4.678368560610405
0,MMSE,0.01,1,2.7726853,7.202169780905848
0,MMSE,0.01,2,2.2434602,6.55794543015084
0,MMSE,0.01,3,1.9642478,6.1952433611998226
0,MMSE,0.01,4,2.0368955,5.9461307094583535
0,MMSE,0.01,5,1.9554538,5.763419113390239
0,MMSE,0.01,6,1.9870435,5.6219383421490425
0,MMSE,0.01,7,2.0797036,5.50839582405478
0,MMSE,0.01,8,2.1726973,5.414997611397704
0,MMSE,0.01,9,2.2127576,5.336452794685959
0,MMSE,0.01,10,2.1698627,5.27004048266107
0,MMSE,0.01,11,2.1664624,5.213659408886413
0,MMSE,0.01,12,2.155445,5.165366987503932
0,MMSE,0.01,13,2.1167285,5.123843415403037
0,MMSE,0.01,14,2.1397755,5.087896576570607
0,MMSE,0.01,15,2.1690617,5.056764592497161
0,MMSE,0.01,16,2.2040195,5.029776652409048
0,MMSE,0.01,17,2.1889012,5.006373403691892
0,MMSE,0.01,18,2.1822464,4.986112142549176
0,MMSE,0.01,19,2.1959097,4.96858715233153
0,MMSE,0.01,20,2.222325,4.953491776790597
0,MMSE,0.01,21,2.2269607,4.940553323976718
0,MMSE,0.01,22,2.2578254,4.92953382096618
0,MMSE,0.01,23,2.2851663,4.92022570568151
0,MMSE,0.01,24,2.3180277,4.912447593944658
0,MMSE,0.01,25,2.2937703,4.906040637420005
0,MMSE,0.01,26,2.3384476,4.90086416779469
0,MMSE,0.01,27,2.369602,4.896791201793032
0,MMSE,0.01,28,2.3850584,4.893703035024036
0,MMSE,0.01,29,2.4059446,4.891475379388455
0,MMSE,0.01,30,2.4333768,4.8900361847695235
0,MMSE,0.01,31,2.44642,4.889277649145968
0,MMSE,0.01,32,2.4689884,4.889121003611053
0,MMSE,0.01,33,2.4744802,4.889475463024028
0,MMSE,0.01,34,2.4952886,4.890155210983431
0,MMSE,0.01,35,2.5290182,4.891243380716723
0,MMSE,0.01,36,2.5487053,4.892596703787214
0,MMSE,0.01,37,2.5736768,4.894349878625113
0,MMSE,0.01,38,2.567241,4.895900364903818
0,MMSE,0.01,39,2.6007504,4.8957971495512425
0,MMSE,0.01,40,2.6112099,4.893966874832818
0,MMSE,0.01,41,2.6403823,4.8896878394266166
0,MMSE,0.01,42,2.6459234,4.882682086873144
0,MMSE,0.01,43,2.669561,4.875187710379472
0,MMSE,0.01,44,2.6812792,4.838597760674821
0,MMSE,0.01,45,2.7122827,4.678368560610405
0,MMSE,1.0,1,2.7916112,7.202169780905848
0,MMSE,1.0,2,2.2519374,6.55794543015084
0,MMSE,1.0,3,1.874244,6.1952433611998226
0,MMSE,1.0,4,1.6372783,5.9461307094583535
0,MMSE,1.0,5,1.5573242,5.763419113390239
0,MMSE,1.0,6,1.6297549,5.6219383421490425
0,MMSE,1.0,7,1.47101,5.50839582405478
0,MMSE,1.0,8,1.437442,5.414997611397704
0,MMSE,1.0,9,1.375619,5.336452794685959
0,MMSE,1.0,10,1.3666869,5.27004048266107
0,MMSE,1.0,11,1.3361914,5.213659408886413
0,MMSE,1.0,12,1.2805265,5.165366987503932
0,MMSE,1.0,13,1.2659088,5.123843415403037
0,MMSE,1.0,14,1.2223929,5.087896576570607
0,MMSE,1.0,15,1.1941555,5.056764592497161
0,MMSE,1.0,16,1.2123212,5.029776652409048
0,MMSE,1.0,17,1.1446716,5.006373403691892
0,MMSE,1.0,18,1.1566553,4.986112142549176
0,MMSE,1.0,19,1.1372601,4.96858715233153
0,MMSE,1.0,20,1.1479158,4.953491776790597
0,MMSE,1.0,21,1.1038512,4.940553323976718
0,MMSE,1.0,22,1.0789775,4.92953382096618
0,MMSE,1.0,23,1.0556,4.92022570568151
0,MMSE,1.0,24,1.056115,4.912447593944658
0,MMSE,1.0,25,1.0253309,4.906040637420005
0,MMSE,1.0,26,0.9952018,4.90086416779469
0,MMSE,1.0,27,1.0131313,4.896791201793032
0,MMSE,1.0,28,0.9769123,4.893703035024036
0,MMSE,1.0,29,0.9679449,4.891475379388455
0,MMSE,1.0,30,0.94719714,4.8900361847695235
0,MMSE,1.0,31,0.94525605,4.889277649145968
0,MMSE,1.0,32,0.9470498,4.889121003611053
0,MMSE,1.0,33,0.9406403,4.889475463024028
0,MMSE,1.0,34,0.91367215,4.890155210983431
0,MMSE,1.0,35,0.8978709,4.891243380716723
0,MMSE,1.0,36,0.9202923,4.892596703787214
0,MMSE,1.0,37,0.8896467,4.894349878625113
0,MMSE,1.0,38,0.89660835,4.895900364903818
0,MMSE,1.0,39,0.9120839,4.8957971495512425
0,MMSE,1.0,40,0.8963613,4.893966874832818
0,MMSE,1.0,41,0.8682686,4.8896878394266166
0,MMSE,1.0,42,0.870129,4.882682086873144
0,MMSE,1.0,43,0.88901603,4.875187710379472
0,MMSE,1.0,44,0.90446776,4.838597760674821
0,MMSE,1.0,45,0.8763653,4.678368560610405
0,WMSE,0.0001,1,2.7712922,7.202169780905848
0,WMSE,0.0001,2,2.2312312,6.55794543015084
0,WMSE,0.0001,3,2.340279,6.1952433611998226
0,WMSE,0.0001,4,2.3366692,5.9461307094583535
0,WMSE,0.0001,5,2.3631392,5.763419113390239
0,WMSE,0.0001,6,2.3098116,5.6219383421490425
0,WMSE,0.0001,7,2.2760384,5.50839582405478
0,WMSE,0.0001,8,2.301749,5.414997611397704
0,WMSE,0.0001,9,2.3099601,5.336452794685959
0,WMSE,0.0001,10,2.306196,5.27004048266107
0,WMSE,0.0001,11,2.3022385,5.213659408886413
0,WMSE,0.0001,12,2.3317351,5.165366987503932
0,WMSE,0.0001,13,2.3439114,5.123843415403037
0,WMSE,0.0001,14,2.3671377,5.087896576570607
0,WMSE,0.0001,15,2.3743358,5.056764592497161
0,WMSE,0.0001,16,2.387813,5.029776652409048
0,WMSE,0.0001,17,2.336656,5.006373403691892
0,WMSE,0.0001,18,2.356254,4.986112142549176
0,WMSE,0.0001,19,2.355378,4.96858715233153
0,WMSE,0.0001,20,2.3300238,4.953491776790597
0,WMSE,0.0001,21,2.3639107,4.940553323976718
0,WMSE,0.0001,22,2.3873281,4.92953382096618
0,WMSE,0.0001,23,2.394989,4.92022570568151
0,WMSE,0.0001,24,2.4062793,4.912447593944658
0,WMSE,0.0001,25,2.430648,4.906040637420005
0,WMSE,0.0001,26,2.4640398,4.90086416779469
0,WMSE,0.0001,27,2.450511,4.896791201793032
0,WMSE,0.0001,28,2.4892428,4.893703035024036
0,WMSE,0.0001,29,2.491567,4.891475379388455
0,WMSE,0.0001,30,2.5280492,4.8900361847695235
0,WMSE,0.0001,31,2.5158713,4.889277649145968
0,WMSE,0.0001,32,2.554956,4.889121003611053
0,WMSE,0.0001,33,2.5615482,4.889475463024028
0,WMSE,0.0001,34,2.549876,4.890155210983431
0,WMSE,0.0001,35,2.597122,4.891243380716723
0,WMSE,0.0001,36,2.610619,4.892596703787214
0,WMSE,0.0001,37,2.6236749,4.894349878625113
0,WMSE,0.0001,38,2.6511335,4.895900364903818
0,WMSE,0.0001,39,2.6709554,4.8957971495512425
0,WMSE,0.0001,40,2.6805854,4.893966874832818
0,WMSE,0.0001,41,2.70959,4.8896878394266166
0,WMSE,0.0001,42,2.7178006,4.882682086873144
0,WMSE,0.0001,43,2.734462,4.875187710379472
0,WMSE,0.0001,44,2.7628918,4.838597760674821
0,WMSE,0.0001,45,2.7658916,4.678368560610405
0,WMSE,0.01,1,2.7649078,7.202169780905848
0,WMSE,0.01,2,2.2076008,6.55794543015084
0,WMSE,0.01,3,2.2555513,6.1952433611998226
0,WMSE,0.01,4,2.3470418,5.9461307094583535
0,WMSE,0.01,5,2.3702943,5.763419113390239
0,WMSE,0.01,6,2.3719728,5.6219383421490425
0,WMSE,0.01,7,2.3527598,5.50839582405478
0,WMSE,0.01,8,2.3044715,5.414997611397704
0,WMSE,0.01,9,2.3009262,5.336452794685959
0,WMSE,0.01,10,2.329982,5.27004048266107
0,WMSE,0.01,11,2.2556946,5.213659408886413
0,WMSE,0.01,12,2.285906,5.165366987503932
0,WMSE,0.01,13,2.2478454,5.123843415403037
0,WMSE,0.01,14,2.290014,5.087896576570607
0,WMSE,0.01,15,2.2983541,5.056764592497161
0,WMSE,0.01,16,2.3141718,5.029776652409048
0,WMSE,0.01,17,2.3105454,5.006373403691892
0,WMSE,0.01,18,2.3306413,4.986112142549176
0,WMSE,0.01,19,2.3526046,4.96858715233153
0,WMSE,0.01,20,2.3683605,4.953491776790597
0,WMSE,0.01,21,2.3815382,4.940553323976718
0,WMSE,0.01,22,2.3658705,4.92953382096618
0,WMSE,0.01,23,2.3752174,4.92022570568151
0,WMSE,0.01,24,2.3729982,4.912447593944658
0,WMSE,0.01,25,2.3663898,4.906040637420005
0,WMSE,0.01,26,2.3922465,4.90086416779469
0,WMSE,0.01,27,2.4032898,4.896791201793032
0,WMSE,0.01,28,2.4053094,4.893703035024036
0,WMSE,0.01,29,2.4444418,4.891475379388455
0,WMSE,0.01,30,2.459801,4.8900361847695235
0,WMSE,0.01,31,2.4619038,4.889277649145968
0,WMSE,0.01,32,2.4943793,4.889121003611053
0,WMSE,0.01,33,2.5078943,4.889475463024028
0,WMSE,0.01,34,2.5132375,4.890155210983431
0,WMSE,0.01,35,2.5445445,4.891243380716723
0,WMSE,0.01,36,2.5659363,4.892596703787214
0,WMSE,0.01,37,2.5754247,4.894349878625113
0,WMSE,0.01,38,2.5847104,4.895900364903818
0,WMSE,0.01,39,2.609961,4.8957971495512425
0,WMSE,0.01,40,2.6226559,4.893966874832818
0,WMSE,0.01,41,2.6293862,4.8896878394266166
0,WMSE,0.01,42,2.6498847,4.882682086873144
0,WMSE,0.01,43,2.6677492,4.875187710379472
0,WMSE,0.01,44,2.675943,4.838597760674821
0,WMSE,0.01,45,2.6978576,4.678368560610405
0,WMSE,1.0,1,2.7266743,7.202169780905848
0,WMSE,1.0,2,2.136645,6.55794543015084
0,WMSE,1.0,3,1.9794652,6.1952433611998226
0,WMSE,1.0,4,1.8447468,5.9461307094583535
0,WMSE,1.0,5,1.7217479,5.763419113390239
0,WMSE,1.0,6,1.6044966,5.6219383421490425
0,WMSE,1.0,7,1.5892833,5.50839582405478
0,WMSE,1.0,8,1.4709226,5.414997611397704
0,WMSE,1.0,9,1.430965,5.336452794685959
0,WMSE,1.0,10,1.3921362,5.27004048266107
0,WMSE,1.0,11,1.3554702,5.213659408886413
0,WMSE,1.0,12,1.325887,5.165366987503932
0,WMSE,1.0,13,1.3398662,5.123843415403037
0,WMSE,1.0,14,1.2454671,5.087896576570607
0,WMSE,1.0,15,1.2327569,5.056764592497161
0,WMSE,1.0,16,1.2187485,5.029776652409048
0,WMSE,1.0,17,1.1790034,5.006373403691892
0,WMSE,1.0,18,1.1495414,4.986112142549176
0,WMSE,1.0,19,1.1445518,4.96858715233153
0,WMSE,1.0,20,1.1100141,4.953491776790597
0,WMSE,1.0,21,1.1263175,4.940553323976718
0,WMSE,1.0,22,1.0926727,4.92953382096618
0,WMSE,1.0,23,1.0613205,4.92022570568151
0,WMSE,1.0,24,1.0941638,4.912447593944658
0,WMSE,1.0,25,1.0268625,4.906040637420005
0,WMSE,1.0,26,1.0250657,4.90086416779469
0,WMSE,1.0,27,1.0289859,4.896791201793032
0,WMSE,1.0,28,1.0044627,4.893703035024036
0,WMSE,1.0,29,0.99205065,4.891475379388455
0,WMSE,1.0,30,0.99474025,4.8900361847695235
0,WMSE,1.0,31,0.9534817,4.889277649145968
0,WMSE,1.0,32,0.9752768,4.889121003611053
0,WMSE,1.0,33,0.9328041,4.889475463024028
0,WMSE,1.0,34,0.9381131,4.890155210983431
0,WMSE,1.0,35,0.9427216,4.891243380716723
0,WMSE,1.0,36,0.94540197,4.892596703787214
0,WMSE,1.0,37,0.9208154,4.894349878625113
0,WMSE,1.0,38,0.9250818,4.895900364903818
0,WMSE,1.0,39,0.9165864,4.8957971495512425
0,WMSE,1.0,40,0.92108893,4.893966874832818
0,WMSE,1.0,41,0.88418835,4.8896878394266166
0,WMSE,1.0,42,0.8953245,4.882682086873144
0,WMSE,1.0,43,0.87417513,4.875187710379472
0,WMSE,1.0,44,0.87284124,4.838597760674821
0,WMSE,1.0,45,0.8789669,4.678368560610405
0,Uniform Random,0.0001,1,2.8233414,7.202169780905848
0,Uniform Random,0.0001,2,2.4699645,6.55794543015084
0,Uniform Random,0.0001,3,2.451902,6.1952433611998226
0,Uniform Random,0.0001,4,2.293162,5.9461307094583535
0,Uniform Random,0.0001,5,2.270626,5.763419113390239
0,Uniform Random,0.0001,6,2.2751532,5.6219383421490425
0,Uniform Random,0.0001,7,2.221495,5.50839582405478
0,Uniform Random,0.0001,8,2.207909,5.414997611397704
0,Uniform Random,0.0001,9,2.3151267,5.336452794685959
0,Uniform Random,0.0001,10,2.236647,5.27004048266107
0,Uniform Random,0.0001,11,2.2015564,5.213659408886413
0,Uniform Random,0.0001,12,2.233064,5.165366987503932
0,Uniform Random,0.0001,13,2.3006425,5.123843415403037
0,Uniform Random,0.0001,14,2.2624078,5.087896576570607
0,Uniform Random,0.0001,15,2.2572825,5.056764592497161
0,Uniform Random,0.0001,16,2.3142097,5.029776652409048
0,Uniform Random,0.0001,17,2.3111176,5.006373403691892
0,Uniform Random,0.0001,18,2.311576,4.986112142549176
0,Uniform Random,0.0001,19,2.3481348,4.96858715233153
0,Uniform Random,0.0001,20,2.3476043,4.953491776790597
0,Uniform Random,0.0001,21,2.3754926,4.940553323976718
0,Uniform Random,0.0001,22,2.3835258,4.92953382096618
0,Uniform Random,0.0001,23,2.4100087,4.92022570568151
0,Uniform Random,0.0001,24,2.400187,4.912447593944658
0,Uniform Random,0.0001,25,2.4316163,4.906040637420005
0,Uniform Random,0.0001,26,2.4296532,4.90086416779469
0,Uniform Random,0.0001,27,2.4499075,4.896791201793032
0,Uniform Random,0.0001,28,2.4735825,4.893703035024036
0,Uniform Random,0.0001,29,2.4800582,4.891475379388455
0,Uniform Random,0.0001,30,2.5238416,4.8900361847695235
0,Uniform Random,0.0001,31,2.5374467,4.889277649145968
0,Uniform Random,0.0001,32,2.5480835,4.889121003611053
0,Uniform Random,0.0001,33,2.5695102,4.889475463024028
0,Uniform Random,0.0001,34,2.5939288,4.890155210983431
0,Uniform Random,0.0001,35,2.6002614,4.891243380716723
0,Uniform Random,0.0001,36,2.623119,4.892596703787214
0,Uniform Random,0.0001,37,2.6513627,4.894349878625113
0,Uniform Random,0.0001,38,2.6614208,4.895900364903818
0,Uniform Random,0.0001,39,2.6808274,4.8957971495512425
0,Uniform Random,0.0001,40,2.7064962,4.893966874832818
0,Uniform Random,0.0001,41,2.7062433,4.8896878394266166
0,Uniform Random,0.0001,42,2.713198,4.882682086873144
0,Uniform Random,0.0001,43,2.7365305,4.875187710379472
0,Uniform Random,0.0001,44,2.7511907,4.838597760674821
0,Uniform Random,0.0001,45,2.7798793,4.678368560610405
0,Uniform Random,0.01,1,2.7645428,7.202169780905848
0,Uniform Random,0.01,2,2.4342031,6.55794543015084
0,Uniform Random,0.01,3,2.2430162,6.1952433611998226
0,Uniform Random,0.01,4,2.2217367,5.9461307094583535
0,Uniform Random,0.01,5,2.2251315,5.763419113390239
0,Uniform Random,0.01,6,2.1557908,5.6219383421490425
0,Uniform Random,0.01,7,2.1515121,5.50839582405478
0,Uniform Random,0.01,8,2.1738427,5.414997611397704
0,Uniform Random,0.01,9,2.2432086,5.336452794685959
0,Uniform Random,0.01,10,2.2286475,5.27004048266107
0,Uniform Random,0.01,11,2.2312508,5.213659408886413
0,Uniform Random,0.01,12,2.2470512,5.165366987503932
0,Uniform Random,0.01,13,2.2749655,5.123843415403037
0,Uniform Random,0.01,14,2.3070388,5.087896576570607
0,Uniform Random,0.01,15,2.3582113,5.056764592497161
0,Uniform Random,0.01,16,2.3258102,5.029776652409048
0,Uniform Random,0.01,17,2.3636253,5.006373403691892
0,Uniform Random,0.01,18,2.3184702,4.986112142549176
0,Uniform Random,0.01,19,2.304701,4.96858715233153
0,Uniform Random,0.01,20,2.3262506,4.953491776790597
0,Uniform Random,0.01,21,2.3066995,4.940553323976718
0,Uniform Random,0.01,22,2.329999,4.92953382096618
0,Uniform Random,0.01,23,2.373325,4.92022570568151
0,Uniform Random,0.01,24,2.368833,4.912447593944658
0,Uniform Random,0.01,25,2.3888736,4.906040637420005
0,Uniform Random,0.01,26,2.4212558,4.90086416779469
0,Uniform Random,0.01,27,2.4243848,4.896791201793032
0,Uniform Random,0.01,28,2.4241545,4.893703035024036
0,Uniform Random,0.01,29,2.4416647,4.891475379388455
0,Uniform Random,0.01,30,2.4792626,4.8900361847695235
0,Uniform Random,0.01,31,2.483923,4.889277649145968
0,Uniform Random,0.01,32,2.4981344,4.889121003611053
0,Uniform Random,0.01,33,2.512948,4.889475463024028
0,Uniform Random,0.01,34,2.5199232,4.890155210983431
0,Uniform Random,0.01,35,2.5282419,4.891243380716723
0,Uniform Random,0.01,36,2.565709,4.892596703787214
0,Uniform Random,0.01,37,2.5721874,4.894349878625113
0,Uniform Random,0.01,38,2.5811985,4.895900364903818
0,Uniform Random,0.01,39,2.5982301,4.8957971495512425
0,Uniform Random,0.01,40,2.6296828,4.893966874832818
0,Uniform Random,0.01,41,2.6433086,4.8896878394266166
0,Uniform Random,0.01,42,2.6561995,4.882682086873144
0,Uniform Random,0.01,43,2.6793811,4.875187710379472
0,Uniform Random,0.01,44,2.6947908,4.838597760674821
0,Uniform Random,0.01,45,2.6912186,4.678368560610405
0,Uniform Random,1.0,1,2.756157,7.202169780905848
0,Uniform Random,1.0,2,2.1309645,6.55794543015084
0,Uniform Random,1.0,3,2.0454903,6.1952433611998226
0,Uniform Random,1.0,4,1.8020365,5.9461307094583535
0,Uniform Random,1.0,5,1.6830274,5.763419113390239
0,Uniform Random,1.0,6,1.577875,5.6219383421490425
0,Uniform Random,1.0,7,1.5381862,5.50839582405478
0,Uniform Random,1.0,8,1.4956995,5.414997611397704
0,Uniform Random,1.0,9,1.4317212,5.336452794685959
0,Uniform Random,1.0,10,1.4134929,5.27004048266107
0,Uniform Random,1.0,11,1.2986604,5.213659408886413
0,Uniform Random,1.0,12,1.3067654,5.165366987503932
0,Uniform Random,1.0,13,1.1923575,5.123843415403037
0,Uniform Random,1.0,14,1.1749713,5.087896576570607
0,Uniform Random,1.0,15,1.1659738,5.056764592497161
0,Uniform Random,1.0,16,1.1559426,5.029776652409048
0,Uniform Random,1.0,17,1.1076708,5.006373403691892
0,Uniform Random,1.0,18,1.1035067,4.986112142549176
0,Uniform Random,1.0,19,1.0505884,4.96858715233153
0,Uniform Random,1.0,20,1.0639659,4.953491776790597
0,Uniform Random,1.0,21,1.0526377,4.940553323976718
0,Uniform Random,1.0,22,1.052292,4.92953382096618
0,Uniform Random,1.0,23,1.0267141,4.92022570568151
0,Uniform Random,1.0,24,1.0017978,4.912447593944658
0,Uniform Random,1.0,25,1.0195061,4.906040637420005
0,Uniform Random,1.0,26,0.9968662,4.90086416779469
0,Uniform Random,1.0,27,0.9960083,4.896791201793032
0,Uniform Random,1.0,28,0.9706907,4.893703035024036
0,Uniform Random,1.0,29,0.94296336,4.891475379388455
0,Uniform Random,1.0,30,0.9889145,4.8900361847695235
0,Uniform Random,1.0,31,0.9848577,4.889277649145968
0,Uniform Random,1.0,32,0.96407205,4.889121003611053
0,Uniform Random,1.0,33,0.98161846,4.889475463024028
0,Uniform Random,1.0,34,0.97313875,4.890155210983431
0,Uniform Random,1.0,35,0.96220714,4.891243380716723
0,Uniform Random,1.0,36,0.950951,4.892596703787214
0,Uniform Random,1.0,37,0.9159384,4.894349878625113
0,Uniform Random,1.0,38,0.9017581,4.895900364903818
0,Uniform Random,1.0,39,0.91906464,4.8957971495512425
0,Uniform Random,1.0,40,0.91964453,4.893966874832818
0,Uniform Random,1.0,41,0.89367974,4.8896878394266166
0,Uniform Random,1.0,42,0.9016958,4.882682086873144
0,Uniform Random,1.0,43,0.92564595,4.875187710379472
0,Uniform Random,1.0,44,0.8937916,4.838597760674821
0,Uniform Random,1.0,45,0.92257845,4.678368560610405
